ID, NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, LengthOfWordsMean,LengthOfWordsStd, PropositionsLengthMean, PropositionsLengthStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,LinsearWriteMean,LinsearWriteStd,Author,Class
22951310,88.11904762,11.46672698,68.92857143,9.78432385,3.642857143,1.171515676,13.45238095,2.129189215,14.45238095,2.129189215,6.774047619,1.036372013,7.615,2.586831349,3.595238095,1.113970244,12.73809524,2.193708795,4.795238095,2.389157291,74.38238095,16.44360258,7.934285714,1.648631673,6.99047619,2.509867149,8.785714286,3.10677918,6.587857143,2.838282962,3.648571429,1.561608712,AI,1
23132833,47.80434783,8.608942684,38.32608696,7.506676298,1.739130435,0.73528411,6.695652174,1.613389158,7.695652174,1.613389158,6.964347826,1.533167582,7.608695652,1.700105634,1.739130435,0.73528411,6.782608696,1.730959064,6.37173913,4.009155991,63.115,29.71828618,9.435869565,3.244282312,8.197826087,4.338577664,10.53217391,5.289219928,7.376521739,3.837418866,3.739130435,1.102068857,AI,1
23396217,62.725,5.731437429,49.775,4.891254951,2.05,0.739932429,9.825,1.5311352,10.825,1.5311352,6.8165,1.225925263,10.425,2.096276461,2.05,0.739932429,9.95,1.672572868,5.585,2.319003019,73.58625,17.09378947,7.36625,2.446148695,7.13,2.678824369,8.8485,3.518591728,6.61125,2.395883123,4.9875,1.180505718,AI,1
23444554,30.07317073,3.410101521,23.56097561,3.170356451,1.268292683,0.585365854,4.243902439,0.93131137,5.243902439,0.93131137,6.80097561,1.661842652,5.243902439,0.93131137,1.268292683,0.585365854,4.268292683,0.937677209,4.351219512,3.336795743,73.1702439,24.87524546,7.830731707,3.423166691,5.02195122,4.399030503,6.224390244,4.67066614,8.439512195,5.718752615,2.475609756,0.573300452,AI,1
23571734,54.47619048,7.749771411,43.88095238,6.579920324,1.69047619,0.771149273,7.904761905,1.659166799,8.904761905,1.659166799,6.959285714,1.269625728,8.904761905,1.659166799,1.69047619,0.771149273,8.095238095,1.912484346,5.678571429,3.294478477,70.295,24.79816249,9.515952381,2.741680107,8.154761905,3.524958789,10.5752381,4.42631161,7.821190476,4.619872294,4.380952381,1.084575426,AI,1
23749423,31,4.664965676,24.26190476,3.958472071,1.571428571,0.583211844,4.047619048,1.214052265,5.047619048,1.214052265,6.710238095,1.723897147,4.80547619,1.464904031,1.571428571,0.583211844,3.928571429,1.316431995,6.633333333,4.452429335,56.48404762,33.24486921,8.080238095,3.637876466,7.3,5.092524867,8.29047619,5.174821346,10.09404762,7.119389039,2.523809524,0.85183542,AI,1
23808818,51.6744186,12.27347476,40.25581395,10.25056555,2.186046512,0.895877223,7.651162791,2.056003359,8.651162791,2.056003359,6.42255814,1.746170685,5.953488372,2.142629208,2.186046512,0.895877223,7.279069767,2.049680422,5.602325581,4.621008063,65.85790698,32.89698357,7.216976744,3.058800141,6.079069767,5.08054008,7.333488372,5.823603489,8.504651163,5.696911586,3.104651163,1.506991997,AI,1
24080811,43.54347826,7.341681248,33.54347826,6.106683871,1.652173913,0.560178206,7.02173913,1.700244617,8.02173913,1.700244617,5.959347826,0.978793406,6.782608696,2.542363189,1.652173913,0.560178206,6.739130435,1.79897051,2.87826087,2.774958914,87.5276087,19.38797601,5.803043478,3.38222198,4.239130435,3.706661351,5.578043478,4.47598064,5.229782609,3.183211729,3.135869565,1.199758266,AI,1
24197313,103.6585366,18.65816993,81.3902439,15.46810731,3.317073171,1.135653339,17.02439024,3.446368218,18.02439024,3.446368218,6.398780488,0.771125864,10.00609756,3.50543472,3.073170732,1.155902011,16.2195122,3.679290726,5.231707317,2.02284984,76.28219512,13.30949331,7.848292683,1.328105018,6.997560976,2.144475353,8.46804878,2.344896086,7.101219512,2.269283969,5.231707317,1.917021193,AI,1
24663107,53.45098039,13.1018839,41.21568627,10.32855119,2.156862745,0.915499414,8.725490196,2.627743618,9.725490196,2.627743618,6.175098039,1.179649952,8.294117647,2.429751199,2.156862745,0.915499414,8.705882353,2.629352546,4.203921569,3.181685383,79.88882353,22.90994661,6.181568627,3.382142477,4.835294118,3.484915591,6.218823529,4.072192475,5.76,3.482993416,3.828431373,1.411168856,AI,1
24801407,55.27777778,13.22793994,43.35185185,10.76372063,2.296296296,1.396153839,8.5,2.14950468,9.5,2.14950468,6.260740741,1.035797871,9.160555556,2.366889204,2.296296296,1.396153839,8.703703704,2.216350267,5.412962963,2.562481891,72.6412963,18.30719157,7.933333333,2.933507571,6.461111111,3.152272353,8.007962963,3.812677381,6.512777778,3.463681095,4.828703704,1.503717672,AI,1
24984561,58.44897959,10.47262949,45.51020408,8.374213211,1.918367347,0.600568938,9.857142857,2.32115383,10.85714286,2.32115383,6.256122449,0.993194837,10.85714286,2.32115383,1.918367347,0.600568938,9.795918367,2.166343593,4.346938776,2.19564523,83.2477551,16.28721538,8.545918367,2.041985747,5.387755102,2.208576294,6.638163265,2.810621017,6.959183673,3.206052845,5.163265306,1.440619747,AI,1
26061230,69.02272727,16.8448652,49.52272727,12.80534092,5.477272727,2.147817458,12,3.133397807,13,3.133397807,5.435227273,1.18842426,3.740227273,0.910288387,4.931818182,1.863497778,10.61363636,3.549749729,2.218181818,2.092114277,91.505,14.04417341,6.454545455,2.775359481,4.640909091,2.048870884,4.5125,2.660279484,4.336818182,2.4506574,3.1875,1.313311437,AI,1
26135125,88.39534884,17.00771307,68.04651163,14.07117041,4.534883721,0.787956946,13.97674419,3.00765204,14.95348837,3.003513356,7.240697674,1.078953833,4.325581395,0.949884454,4.534883721,0.787956946,12.60465116,3.192575215,6.502325581,3.046117496,63.36,21.21849095,8.186511628,1.776337863,8.320930233,3.335751241,9.946046512,3.687937685,8.474651163,2.986954075,4.691860465,1.851175938,AI,1
26152572,72.61363636,15.31668121,55.09090909,11.99397232,4.113636364,1.191177971,11.86363636,2.473412338,12.86363636,2.473412338,7.003863636,1.068259451,4.156136364,0.996866034,4.113636364,1.191177971,10.72727273,2.614327972,5.781818182,1.890318964,68.44136364,12.72797234,7.747954545,1.670147761,6.927272727,2.672278874,8.101136364,3.043514129,8.305454545,2.247584011,4.590909091,1.734583809,AI,1
26192354,78.45652174,13.04124981,57.2173913,9.859696273,5.130434783,1.540873491,14.47826087,2.61882093,15.47826087,2.61882093,5.467173913,0.778017724,4.642826087,0.876010381,5.130434783,1.540873491,13.54347826,2.740251668,2.815217391,1.744054171,92.03543478,11.99441078,6.04826087,2.095417676,4.347826087,2.105555708,4.543695652,2.363149482,4.811521739,1.8459391,4.510869565,1.741404763,AI,1
26528107,62.375,12.06169039,48.16666667,9.885455084,3.333333333,0.849836586,9.8125,2.117941709,10.8125,2.117941709,7.048333333,1.012378251,4.097083333,0.69493992,3.333333333,0.849836586,8.958333333,2.335936048,6.366666667,3.262880459,66.98125,24.5673522,8.860416667,2.559053339,9.041666667,2.826572817,10.475625,3.44679737,9.1975,6.001478464,5.84375,1.668195913,AI,1
26683817,50.17647059,11.31839711,36.8627451,9.141629854,3.588235294,1.123308674,8.431372549,2.225123059,9.431372549,2.225123059,6.813529412,1.314933568,3.538627451,0.909388977,3.588235294,1.123308674,7.607843137,2.481922337,4.929411765,3.982279085,74.09019608,29.16141948,6.792941176,3.739348949,6.57254902,4.17791009,6.841960784,4.67020301,7.694901961,4.28744056,4.421568627,1.65867461,AI,1
26967415,59.80818414,14.77768881,45.71099744,13.05862668,3.204603581,0.670213375,8.976982097,2.315737794,9.976982097,2.315737794,7.610025575,1.377484177,3.88713555,1.150349654,3.204603581,0.670213375,8.112531969,2.263379426,6.953196931,3.152968602,61.2397954,23.95135061,7.571943734,3.315325771,9.633759591,3.869195801,11.08102302,4.702756168,10.10186701,4.130920749,5.387468031,1.594065556,AI,1
26970502,34.26086957,9.565415018,26.56521739,8.139149015,1.347826087,0.560178206,5.260869565,1.69954959,6.260869565,1.69954959,6.252826087,1.443557898,6.260869565,1.69954959,1.347826087,0.560178206,5.52173913,1.664712149,4.139130435,3.786042919,76.52521739,27.05972964,8.923043478,1.766224012,3.780434783,4.087819636,4.966086957,4.986924851,4.926086957,4.047747349,2.717391304,1.313194636,AI,1
27014940,46.06818182,12.57956085,36,9.767757722,1.977272727,1.177220076,6.727272727,2.309699276,7.727272727,2.309699276,6.578863636,1.001537944,7.511363636,2.353644747,1.977272727,1.177220076,6.636363636,2.478002395,4.861363636,3.600203019,73.66,26.22436064,8.601363636,2.872358542,6.85,4.302826766,8.398181818,5.102600617,7.335,4.267078786,3.778409091,1.531131405,AI,1
27119540,55.33333333,12.94604187,44.04444444,10.14331867,1.533333333,0.686375343,8.444444444,2.620903623,9.444444444,2.620903623,6.687111111,1.118076965,7.666666667,2.292499849,1.533333333,0.686375343,8.244444444,2.513568119,5.057777778,2.89232616,72.53111111,21.13355281,8.596888889,2.705479068,6.331111111,3.474722833,8.462666667,4.293481053,7.316222222,3.459239665,3.688888889,1.386598111,AI,1
27244453,47.82222222,11.5725516,38.31111111,9.547128067,1.355555556,0.704132423,7.111111111,2.131480677,8.111111111,2.131480677,7.342444444,1.191898869,7.9,2.215099697,1.355555556,0.704132423,7.177777778,2.163216626,6.011111111,2.862650072,66.09111111,21.9575268,9.197555556,2.992393435,6.593333333,3.57673967,8.649111111,4.564357481,7.849111111,4.211335403,3.972222222,1.24969132,AI,1
27292659,60.42222222,11.2219802,48.95555556,9.7044218,1.244444444,0.637897782,9.2,1.950498512,10.2,1.950498512,7.170444444,1.098016303,10.07777778,2.065471578,1.244444444,0.637897782,9.288888889,2.028926615,7.382222222,2.705737845,60.12066667,20.14243971,9.701111111,1.960989798,7.511111111,3.159199774,9.821777778,3.992746918,12.13022222,3.711662993,6.038888889,1.441407063,AI,1
27493957,61.02173913,8.661481775,50.5,7.406665623,1.108695652,0.37464539,8.413043478,1.636221615,9.413043478,1.636221615,8.216086957,0.936291199,9.413043478,1.636221615,1.108695652,0.37464539,8.5,1.664854087,8.302173913,2.574159984,52.35913043,18.80883798,10.15978261,1.688286357,9.923913043,2.977245939,13.07804348,3.754940293,13.49195652,3.29154095,5.967391304,1.248486797,AI,1
27570114,39.71153846,13.47267397,31.73076923,11.29689437,1.519230769,0.635197868,5.442307692,2.298941743,6.442307692,2.298941743,7.127115385,1.272705079,6.442307692,2.298941743,1.519230769,0.635197868,5.884615385,2.415127375,5.671153846,3.786887119,65.915,26.53346715,9.012115385,3.56823989,7.155769231,4.046385541,8.755384615,5.29829416,7.060576923,5.665065148,3.067307692,1.704148914,AI,1
27582887,43.48076923,12.2466485,34.67307692,10.40473478,1.538461538,0.535707241,6.115384615,2.081547558,7.115384615,2.081547558,6.755961538,1.288455037,7.115384615,2.081547558,1.538461538,0.535707241,6.615384615,2.086161788,5.746153846,3.127757955,66.53384615,21.77268076,8.554038462,3.303347521,7.123076923,3.62314225,9.017884615,4.383512087,8.0525,4.725355858,3.730769231,1.696890648,AI,1
27623289,34.88636364,7.517300982,27.13636364,6.380335233,1.431818182,0.579879583,5.113636364,1.385245451,6.113636364,1.385245451,6.630454545,1.256005491,5.5,1.654882583,1.431818182,0.579879583,5.068181818,1.420590903,3.281818182,3.184570238,81.53340909,22.670242,4.907954545,3.270249212,4.638636364,3.547035632,5.760454545,4.562233282,3.974545455,3.36117164,2.198863636,1.0878716,AI,1
27679500,42.06818182,9.530805859,33.81818182,8.410687809,1.5,0.5,5.681818182,1.715871463,6.681818182,1.715871463,7.422954545,1.222178717,6.681818182,1.715871463,1.5,0.5,6.181818182,1.668869068,4.693181818,4.177722179,73.34795455,29.99085319,9.931363636,3.027616517,8.206818182,4.973584665,10.37431818,5.910139745,6.913181818,5.344194715,3.159090909,1.070114306,AI,1
27746415,40.65217391,7.570587799,32.65217391,6.46131428,1.217391304,0.462180253,5.760869565,1.617630885,6.760869565,1.617630885,7.409347826,1.151698938,6.760869565,1.617630885,1.217391304,0.462180253,5.934782609,1.537957057,9.006521739,3.905147226,42.54434783,29.85492973,8.942173913,2.723530248,7.054347826,4.001831457,9.214565217,4.382402412,11.68521739,4.676742521,4.097826087,1.014136842,AI,1
27762544,103.2666667,13.77340432,84.37777778,11.40426604,2.844444444,0.868089999,13.04444444,2.366014516,14.04444444,2.366014516,8.526888889,0.952143365,11.68888889,2.8132403,2.844444444,0.868089999,12.37777778,2.20392467,13.23777778,3.378118404,21.07155556,24.30336465,14.17777778,1.415350587,15.02888889,3.292592509,17.98466667,3.893018595,17.66844444,4.978491496,9.211111111,2.891056879,AI,1
27785160,96.98333333,7.290385602,80.88333333,6.666062473,2.6,1.003327796,10.6,1.781385229,11.6,1.781385229,8.666166667,0.958399867,11.6,1.781385229,2.55,0.783687863,9.216666667,1.603035315,16.13833333,3.096885084,0.0555,24.15252281,15.83133333,1.898531421,20.11833333,4.343020902,24.32516667,5.757329095,20.3075,5.427880687,9.85,2.072237116,AI,1
28063382,81.61666667,8.111908256,69.76666667,7.083705873,1.833333333,1.00277393,8.9,1.445683229,9.9,1.445683229,8.644833333,0.872430497,9.9,1.445683229,1.816666667,0.939710357,8.933333333,1.481740718,15.76,4.215297538,-0.334,31.68215314,15.1855,2.213064561,18.67666667,4.594938036,23.33616667,5.685055582,18.202,5.39873868,7.7,1.668831927,AI,1
28088585,76.48333333,5.909009129,65,5.282045058,2.066666667,0.679869268,7.45,0.956120634,8.45,0.956120634,9.240166667,0.932293751,8.45,0.956120634,2.066666667,0.679869268,6.6,0.969535971,18.08666667,3.775114421,-19.59166667,28.14680664,15.81416667,1.702466144,21.61,3.652702196,26.996,4.454738376,23.1865,6.231266812,7.375,1.105384548,AI,1
28140565,66.53333333,3.827386692,56.41666667,3.484688732,1.183333333,0.427849922,7.266666667,0.980929265,8.266666667,0.980929265,8.279666667,0.993451839,8.266666667,0.980929265,1.183333333,0.427849922,7.083333333,1.09987373,14.38166667,3.208971365,6.6825,24.09737355,16.3525,1.81407334,16.88833333,3.515920537,21.77066667,4.267967067,16.37616667,4.770809188,5.933333333,1.198842034,AI,1
28298712,63.9,5.650073746,55.65,5.189171417,1.266666667,0.478423336,5.95,0.920597632,6.95,0.920597632,8.537,1.056620872,6.95,0.920597632,1.266666667,0.478423336,5.933333333,0.910433352,18.81666667,4.435506986,-27.37583333,32.8723684,18.02516667,1.9455252,21.89,5.172546117,27.80633333,6.091457124,21.20166667,6.378934646,5.758333333,1.138316252,AI,1
28340717,73.3,8.616457122,60.98333333,7.662661998,1.45,0.643557819,8.366666667,1.251221625,9.366666667,1.251221625,8.355666667,0.742539262,9.366666667,1.251221625,1.45,0.643557819,7.883333333,1.292177318,13.92833333,2.913822899,11.912,21.65593143,16.419,1.811490822,16.18166667,3.381296185,20.573,3.963339207,17.676,5.019552835,6.966666667,1.422634489,AI,1
28414223,23.77586207,4.835369342,18.48275862,5.353830016,1.034482759,0.182465608,2.379310345,0.690516703,3.379310345,0.690516703,7.208275862,2.051342822,3.379310345,0.690516703,1.034482759,0.182465608,2.086206897,0.676820222,8.831034483,7.445600573,37.705,53.75308348,13.55034483,3.473116441,10.83793103,7.467073183,10.94068966,8.65017358,8.328275862,8.65213331,1.275862069,0.720227537,AI,1
28433521,26.82608696,3.344719055,20.06521739,4.320840165,1.130434783,0.336781161,2.956521739,0.549961332,3.956521739,0.549961332,6.874782609,1.725405736,3.956521739,0.549961332,1.130434783,0.336781161,2.434782609,0.711769806,8.302173913,4.930230135,42.63326087,35.89058627,15.13826087,2.730764588,9.57173913,5.950544843,10.61608696,6.425745255,8.336086957,7.664431536,1.608695652,0.698702551,AI,1
28588774,52.45,4.900425152,44.86666667,4.649253226,1.1,0.351188458,5.4,0.711805217,6.4,0.711805217,7.924333333,0.800789957,6.4,0.711805217,1.1,0.351188458,5.366666667,0.729535621,14.74166667,3.365377228,0.823166667,24.54146556,16.92683333,1.362154533,16.62666667,3.365158078,21.384,3.984533515,17.29433333,5.305417158,4.55,0.902311846,AI,1
28605490,68.18518519,5.643987539,58.96296296,5.167429918,1.12962963,0.387121203,6.907407407,0.967404288,7.907407407,0.967404288,8.782962963,0.836479903,7.907407407,0.967404288,1.12962963,0.387121203,6.833333333,0.957427108,15.75,3.287166403,-3.763703704,24.37268236,15.89055556,1.490708776,19.4,3.596757799,24.90037037,4.425365841,19.88462963,4.98924091,6.287037037,1.039060526,AI,1
28687359,52.45,4.428788397,45.05,3.951476517,1.266666667,0.478423336,5.1,0.830662386,6.1,0.830662386,8.683333333,1.097662162,6.1,0.830662386,1.266666667,0.478423336,5.083333333,0.801907448,15.135,4.245343528,-2.540666667,31.39132491,15.67033333,2.114837241,18.63,3.881807998,23.57133333,4.424211593,18.0695,6.481618734,4.5,0.95306523,AI,1
28757342,52.91666667,5.94500257,44.73333333,5.694636853,1.166666667,0.48876261,5.716666667,0.98474475,6.716666667,0.98474475,7.938166667,1.102694415,6.716666667,0.98474475,1.166666667,0.48876261,5.616666667,0.967671891,13.64666667,4.179891014,9.2445,30.9799948,15.5925,1.891623311,15.53833333,4.653926359,20.02616667,5.521270413,15.737,5.715537682,4.558333333,0.917840158,AI,1
28758925,50.71666667,3.903381725,43.83333333,3.50792753,1.15,0.401040314,4.516666667,0.884904263,5.516666667,0.884904263,8.584333333,1.14459362,5.516666667,0.884904263,1.133333333,0.38586123,4.5,0.903696114,17.44833333,4.748385398,-20.139,35.14760967,18.03416667,2.296644866,21.59333333,5.50559917,27.00433333,6.244176585,20.56366667,7.453761012,4.275,0.843726852,AI,1
28962012,53.9,4.577845199,46.55,4.295055297,1.15,0.401040314,4.833333333,0.819891592,5.833333333,0.819891592,8.535666667,1.06600714,5.833333333,0.819891592,1.133333333,0.38586123,4.8,0.81240384,17.475,4.488601304,-19.75516667,33.19062862,17.95016667,2.122092907,21.635,5.082152595,27.24233333,5.900771805,20.7385,6.761248855,4.616666667,0.90997558,AI,1
29062641,45.63333333,3.750407385,39.55,3.575029137,1.05,0.217944947,4.033333333,0.546707316,5.033333333,0.546707316,8.275666667,0.99514047,5.033333333,0.546707316,1.05,0.217944947,4.033333333,0.546707316,16.84666667,5.976076379,-16.68883333,43.34609764,18.81333333,1.546138919,20.41333333,4.839747468,25.42883333,5.638223743,19.469,8.034226513,3.683333333,0.800867585,AI,1
