ID, NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, LengthOfWordsMean,LengthOfWordsStd, PropositionsLengthMean, PropositionsLengthStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,LinsearWriteMean,LinsearWriteStd,Author,Class
22798846,107.3,7.688302804,89.15,7.574793727,4.45,1.094303431,12.2,1.503329638,13.2,1.503329638,9.26125,1.075049272,6.325,1.02804426,1.675,0.984568433,11.025,1.38721844,16.975,3.917062037,-6.016,27.61385556,13.55875,1.924123421,21.355,4.500719387,24.989,5.488195878,19.84025,4.372633924,11.20625,2.499929687,AI,1
22812325,107.4,10.20735029,86.25,9.123458774,4.7,1.187434209,14.35,2.208506283,15.35,2.208506283,7.93225,0.926524386,6.26675,1.737179305,2.3,1.187434209,13.1,2.457641145,12.4075,3.622387852,26.87425,23.9118091,12.2085,2.114705121,14.5375,4.648585134,16.54025,5.469469576,13.43025,4.384991156,8.4355,3.505673937,AI,1
22951310,112.25,12.95328144,89.675,12.26863379,5.575,1.320747894,13.525,2.387336382,14.525,2.387336382,8.6595,1.195424506,5.84975,1.62469149,2.725,1.048510849,12.475,2.957934245,13.7325,5.082390555,11.723,35.85656148,11.823,1.820490593,16.8525,5.702674263,19.791,6.5795569,13.97025,4.687544393,6.27725,3.156543194,AI,1
23132833,116.175,17.60523715,93,15.8303506,5.55,1.564448785,15.45,2.810249099,16.45,2.810249099,8.0945,1.151863599,5.9675,1.417580245,2.65,1.295183385,14.2,2.776688675,10.4625,4.336339902,33.5465,30.66825839,10.9255,1.962325088,12.5725,4.447358064,15.27025,5.468572249,12.72875,4.258714118,5.14175,1.90072866,AI,1
23396217,112.9,15.1406737,92.575,13.2247637,4.525,1.024390062,13.2,2.293468988,14.2,2.293468988,9.2035,1.058089198,6.159,1.33351003,1.775,0.93508021,11.825,2.344008319,15.955,4.570883394,-0.65575,31.56221031,13.37575,2.262027727,19.3075,5.523150709,22.86775,6.35987008,18.1025,5.784807149,9.1125,3.564999123,AI,1
23444554,110.725,11.85324323,88.8,10.46947945,5.5,1.161895004,13.85,1.969136867,14.85,1.969136867,8.274,1.025553022,4.96475,0.806200929,2.875,1.053268722,12.5,2.224859546,10.8325,4.763737372,32.462,32.52373089,10.9645,2.063721093,15.2675,5.327212569,18.04275,6.100005323,12.2105,4.895188428,5.69375,3.148030088,AI,1
23571734,117.1,12.05985075,92.4,9.934284071,6.15,1.458595215,15.9,2.406241883,16.9,2.406241883,7.67275,0.877584718,5.34675,1.057857239,3.3,1.615549442,14.525,2.683165109,8.615,2.92100582,46.18025,21.97367806,10.4065,1.900048091,11.945,3.360502195,14.2875,4.02799128,11.07475,3.489944833,4.2295,1.039884489,AI,1
23749423,111.525,13.88882194,90.875,11.51127165,4.95,1.182159042,12.975,2.37157648,13.975,2.37157648,9.0515,1.194038421,5.64225,1.267638528,2.375,1.088289943,11.9,2.690724809,13.74,4.814083506,13.04975,34.98641133,11.94925,2.296196189,18.385,5.71430442,21.75175,6.776402765,14.2335,5.111424239,6.89575,3.148905276,AI,1
23808818,128.85,13.04712612,101.625,11.39229454,6.65,1.295183385,17.875,2.293332728,18.875,2.293332728,7.28825,0.833717241,6.26675,1.096219384,3.175,1.242728852,16.575,2.973949394,6.765,2.729793948,57.7305,20.54309092,9.2265,1.894298749,10.495,3.504279527,12.62125,3.843317699,8.86975,3.355723087,3.25425,0.58022361,AI,1
24080811,135.675,10.73868591,107,9.260129589,6.275,1.048510849,18.2,1.9,19.2,1.9,8.414,0.697168559,6.4875,0.896840984,2.625,0.885649479,16.05,1.829617446,8.1225,1.971736227,48.27375,14.19325679,10.0115,1.119023123,11.7975,2.107307227,14.43175,2.428410887,10.54325,2.573756387,3.73075,0.954843934,AI,1
24197313,125.8,17.58152439,100.7,15.38375767,6.775,1.665645521,16,2.872281323,17,2.872281323,8.71575,1.144202533,5.4565,1.286025952,3.65,1.388344338,14.35,2.928736929,8.5575,3.913175661,45.76325,27.63868796,10.08525,1.818730309,14.235,4.722793135,16.76125,5.604439395,10.16,3.836304211,3.9655,1.946796022,AI,1
24663107,137.3,13.27064429,112.125,11.53730363,6.375,0.992156742,16.75,2.507488784,17.75,2.507488784,9.0115,1.084150704,6.03825,1.034576936,2.825,0.737817728,15.3,2.647640459,9.995,3.794202815,35.16025,27.02090131,11.391,2.048663955,15.9025,5.013605863,19.10125,5.852018963,13.18975,4.177001609,4.30375,1.727487608,AI,1
24801407,139.975,13.74497636,113.85,11.83543409,6.6,1.392838828,17.575,2.746702569,18.575,2.746702569,8.99425,1.122879975,7.27025,1.771525455,2.9,1.15758369,16.275,2.915368759,10.305,3.579661297,33.95025,26.69823707,11.01425,2.289286884,15.23,4.967152102,18.2715,5.630854531,12.00175,3.441230803,4.5565,1.34689931,AI,1
24984561,132.325,13.78475154,108.225,12.29733203,5.9,1.445683229,16.325,2.262603589,17.325,2.262603589,8.78175,0.910496808,6.8795,1.30397268,2.5,1.24498996,14.925,2.349335012,12.35,3.652533367,21.7705,25.0546321,12.03175,1.6831353,16.4225,4.046818967,19.6115,4.679314346,15.42575,4.152628016,6.4795,2.886734271,AI,1
25085431,141.6,18.11601501,111.975,15.69472443,5.45,1.321930407,17,3.478505426,18,3.478505426,9.00925,0.977034768,7.93675,2.024599204,2.5,1.224744871,13.85,3.511053973,14.1125,4.526267088,14.08,29.23862711,12.54575,1.837873618,18.4325,5.463441566,21.2385,6.27825993,15.045,4.904537185,8.4625,4.903619454,AI,1
25121744,155.9,21.9326241,124.375,19.7302908,5.8,1.486606875,19,3.968626967,20,3.968626967,8.86125,0.850429855,8.99725,2.713724367,3.05,1.482396708,16.05,4.614921451,16.325,4.46148798,4.428,25.94660037,13.7095,1.741058514,19.545,4.563438944,21.1425,4.877538185,19.4535,4.947901853,12.47475,6.604262255,AI,1
25693756,150.6,12.27354879,122.8,12.05238566,7.2,1.691153453,17.85,2.797766967,18.85,2.797766967,9.3905,0.976608801,6.416,1.105745902,3.35,1.620956508,16.1,2.861817604,11.85,4.371212646,21.1535,32.05458099,12.0605,2.009642941,17.36,5.624002134,20.7795,6.398501758,12.9005,3.202713654,3.936,0.840490333,AI,1
26061230,147.88,18.6661619,116.62,16.65159452,7.78,1.171153278,16.24,2.611972435,17.24,2.611972435,9.6024,1.124015231,4.56,0.652993109,4.76,1.158619869,12.02,2.817729582,16.768,3.452618716,-10.7124,25.62750441,14.3926,1.439217579,21.204,3.952516161,25.1258,4.747747293,18.366,3.95728796,6.5,1.057118726,AI,1
26135125,162.58,20.57288507,127.22,18.49139259,7.6,0.979795897,20.48,3.732237935,21.48,3.732237935,9.3372,1.065438952,5.61,0.836899038,4.6,0.979795897,16.36,4.043562785,14.856,3.576319896,6.5386,27.1584465,11.743,1.883303746,16.942,4.533170634,19.9424,5.601566767,17.0074,3.755691047,7.6766,1.238422561,AI,1
26152572,149.28,14.87150295,110.56,14.10412706,8,1.232882801,19.66,2.421652328,20.66,2.421652328,8.1246,0.782509323,5.329,0.633252714,4.94,1.102905254,15.04,2.690427475,11.524,2.983793559,29.4506,21.73326818,12.911,1.884178601,14.658,3.596447692,17.15,4.360793964,14.5632,4.010335368,6.7934,1.421355142,AI,1
26192354,136.04,19.78783465,106.04,17.14638154,7.32,1.085172797,16.7,3.07408523,17.7,3.07408523,9.3286,1.122108747,4.641,0.799480456,4.32,1.085172797,12.7,3.176476035,13.798,3.578965772,10.8158,26.28551807,11.5238,1.826864954,16.846,4.123600854,19.8682,4.958008346,14.5496,4.157658937,6.1384,1.236840103,AI,1
26203719,149.34,23.24272789,118.42,20.06598116,7.42,1.184736258,17,3.18747549,18,3.18747549,10.136,1.367545246,4.727,0.784168987,4.42,1.184736258,13,3.18747549,15.686,3.624693642,-2.397,26.54143864,12.6288,1.528519074,19.88,4.193518809,23.6094,5.023868394,17.293,4.069708712,6.6566,1.429914137,AI,1
26528107,157.0333333,20.93240444,124.1333333,17.96985129,7.633333333,1.196754871,18.63333333,3.894297826,19.63333333,3.894297826,9.367,0.80709417,5.110666667,0.90469123,4.633333333,1.196754871,14.66666667,3.91010088,15.48666667,2.875034299,0.247666667,21.93648402,12.82766667,1.751585345,18.88666667,4.370868208,22.36866667,5.272175853,19.26833333,4.177618208,7.297333333,1.437175316,AI,1
26683817,145.4324324,18.75379679,114.4054054,15.59878627,7.594594595,1.304036549,17.43243243,3.373510006,18.43243243,3.373510006,10.19378378,1.00902241,4.801351351,0.847531111,4.594594595,1.304036549,13.51351351,3.476730536,13.22972973,2.11095788,15.47054054,16.81759213,10.69918919,1.770784493,18.08648649,3.358745113,21.30432432,3.77659545,13.71567568,3.333801126,6.207297297,1.063382285,AI,1
26967415,161.6341463,18.88961012,127.9268293,16.36383616,8.268292683,1.169206323,19.24390244,3.455504536,20.24390244,3.455504536,9.36804878,0.930720202,5.386097561,0.958364659,5.268292683,1.169206323,15.19512195,3.542215871,13.89268293,3.777622833,12.59756098,28.58535304,12.05317073,2.24834621,18.94634146,4.925349935,22.22292683,6.052645962,15.9602439,4.740764829,7.670731707,1.528628255,AI,1
26970502,155.5,16.58500829,122.34375,14.68972722,7.34375,1.07846462,18.71875,2.729862348,19.71875,2.729862348,9.2503125,0.724445842,5.140625,0.65531928,4.34375,1.07846462,14.84375,2.68222593,17.45,3.654192797,-13.52,26.9089323,12.7278125,1.540466111,17.953125,3.369809377,21.3825,4.05883604,18.6346875,3.464703256,7.606875,1.349720891,AI,1
27014940,147.3055556,13.23887257,113.8611111,11.72403225,7.388888889,1.061387399,18.97222222,2.03423629,19.97222222,2.03423629,8.45,0.847266848,5.186111111,0.569552835,4.388888889,1.061387399,15.08333333,1.977301753,11.15277778,2.753935175,31.70416667,19.62702861,12.50611111,1.331284421,15.23055556,2.391863458,18.01333333,2.847830558,12.61638889,2.885835285,6.134166667,1.115682091,AI,1
27119540,156.8387097,12.46698032,122.9354839,10.96897526,7.451612903,1.072792848,19.16129032,2.033537744,20.16129032,2.033537744,9.117096774,0.836899784,5.259677419,0.56546004,4.451612903,1.072792848,15.12903226,2.2823578,13.65483871,2.869847552,14.08193548,20.78957934,12.57548387,1.249541435,17.3516129,2.61976002,20.57354839,3.111744193,16.89612903,3.110600686,7.309032258,1.280383901,AI,1
27244453,141.9210526,14.63302246,106.9210526,13.76567351,7.973684211,1.06343144,18.97368421,2.549373939,19.97368421,2.549373939,9.570263158,1.272954472,5.243421053,0.637343485,4.973684211,1.06343144,15.07894737,2.649543942,11.8,3.415136585,27.33789474,25.20215677,11.91184211,1.828330926,14.28421053,4.402722024,16.63105263,5.317529001,14.01184211,4.093147583,6.467105263,0.951403141,AI,1
27292659,163.3529412,13.76885307,129.7941176,12.49183124,7.676470588,1.181240331,19.91176471,2.904030131,20.91176471,2.904030131,9.649705882,1.109704479,5.531764706,0.855984025,4.676470588,1.181240331,16.02941176,3.014526537,15.40588235,3.625395814,2.395588235,27.66402912,11.90264706,1.710719334,18.08235294,4.46222515,21.38088235,5.525829386,16.07588235,3.786981661,7.772058824,0.957492987,AI,1
27493957,94.875,9.698421263,77.175,9.399168846,3.25,1.198957881,12.325,1.751963185,13.325,1.751963185,7.6445,0.923452625,6.92075,1.663036962,3.25,1.198957881,11.375,1.72753437,9.255,3.689169961,41.25875,26.75562644,11.46925,2.670279374,11.6925,4.218079391,14.83825,5.07044815,11.9575,4.872604924,4.2,1.559447017,AI,1
27570114,94.32653061,8.61272849,75.16326531,8.202406165,4.306122449,0.645362788,12.69387755,1.501075555,13.69387755,1.501075555,7.331020408,0.889994829,12.91836735,2.266317112,4.306122449,0.645362788,11.69387755,1.51461023,10.64285714,3.193871683,41.79,22.09453548,11.78714286,2.178271174,13.36734694,3.647721556,14.83510204,4.413522876,13.45306122,4.458508584,8.642857143,2.35822486,AI,1
27582887,93.4375,8.845682209,71.66666667,7.649437162,5.1875,1.053886656,14.70833333,2.235679738,15.70833333,2.235679738,6.064166667,0.89215991,9.03125,3.194080218,5.1875,1.053886656,14.25,2.436698586,4.775,2.30980699,76.93895833,14.89417255,8.660416667,1.705593687,7.039583333,3.198941204,8.1425,3.619111021,6.283541667,2.912623023,4.213541667,2.015557708,AI,1
27611640,104.1612903,7.410092395,82,6.946802467,4.548387097,0.75514193,14.09677419,2.037627316,15.09677419,2.037627316,7.578064516,0.89554964,9.580645161,3.103319695,4.548387097,0.75514193,12.41935484,2.012448253,10.08387097,3.773173284,39.9183871,25.6782152,12.24193548,2.195676719,12.00322581,5.063498973,14.29258065,5.705783126,13.98096774,4.878409547,6.532258065,2.980948874,AI,1
27623289,82.19354839,16.60435107,63.77419355,14.06370226,3.806451613,0.997395151,12.74193548,3.015740875,13.74193548,3.015740875,7.237419355,1.808793873,12.77419355,3.542003055,3.806451613,0.997395151,13.06451613,3.281772572,7.467741935,2.759428073,64.24225806,20.99714723,8.710322581,2.303406291,9.161290323,3.736625821,9.78516129,4.514844241,9.818064516,3.145319533,7.419354839,2.395717867,AI,1
27679500,84.29032258,15.02297928,66.06451613,12.6336353,3.838709677,1.439013421,12.67741935,2.692727323,13.67741935,2.692727323,7.238387097,1.228140732,13.29032258,3.274471623,3.838709677,1.439013421,13.03225806,2.741366165,8.203225806,2.555131948,59.89806452,18.43851236,9.363225806,2.465864223,10.20645161,3.366527404,10.83548387,4.005930957,10.70741935,3.998185046,8.225806452,2.663488828,AI,1
27746415,83.16129032,13.88918534,65.67741935,11.89303699,4,1.107161439,11.83870968,2.424296029,12.83870968,2.424296029,7.430967742,1.585530042,10.90322581,3.581807425,4,1.107161439,12,2.63964807,8.916129032,4.537378579,50.58548387,33.55041443,10.23903226,2.879314832,10.68709677,5.218437656,12.14096774,6.112715122,11.09774194,5.022012005,6.564516129,2.697794606,AI,1
27762544,145.65,15.37945058,122.6,16.28926027,3,0.948683298,17.25,1.996872555,18.25,1.996872555,8.6995,0.907190581,15.7415,5.048576309,1.75,0.993730346,16.7,2.238302929,17.175,4.040652794,2.4595,30.41403401,14.6165,2.767324114,21.275,5.791880092,23.355,7.305053388,19.9955,4.240783507,14.15,3.361919095,AI,1
27785160,164.4736842,20.35570118,142.2105263,19.66985122,2.947368421,1.356220919,16.94736842,2.946428422,17.94736842,2.946428422,8.716315789,0.578775573,17.38578947,4.067593774,1.894736842,1.29349534,17.42105263,2.642084294,20.76315789,3.717555865,-22.45894737,25.60003102,16.83368421,1.927835466,26.52631579,3.944195216,29.63157895,5.333895844,23.35263158,5.095537616,16.05263158,4.325246378,AI,1
28063382,165.4166667,23.25388259,143.3333333,22.77913275,2.25,1.479019946,17.91666667,2.596739408,18.91666667,2.596739408,8.2375,0.779520419,17.125,4.975460615,1.75,1.299038106,17.83333333,2.114762923,20,4.89540601,-17.37083333,32.21859077,16.54666667,2.236378521,24.23333333,5.323271759,27.13416667,6.096041692,23.58,6.72234954,16.10416667,5.765792022,AI,1
28088585,136.75,9.766652446,114.45,10.83270511,3.1,1.337908816,16.85,2.080264406,17.85,2.080264406,8.0445,0.87276844,14.1165,4.901302148,2.25,1.373863166,16.35,2.174281491,15.84,4.388781152,8.1265,30.61724192,14.2915,2.388573371,18.385,4.924152211,20.793,5.776621937,18.9345,6.085507764,12.05,4.165033013,AI,1
28140565,155.1,14.43225554,134.4,14.45821566,2.6,0.969535971,16.85,1.458595215,17.85,1.458595215,8.652,0.744497146,17.2165,2.880203595,1.05,1.116915395,17.25,1.479019946,20.42,3.662458191,-20.7835,25.61659897,16.349,2.091068865,24.345,4.758200815,27.3245,5.602499866,24.4075,5.29328903,15.8375,2.535097385,AI,1
28298712,171.2352941,17.32230596,147.2352941,18.01806091,2.705882353,1.672078871,18.41176471,1.848968664,19.41176471,1.848968664,8.555294118,0.719763994,18.58823529,3.413792501,1.058823529,1.625914701,18.29411765,1.839587738,21.12352941,4.474966896,-23.13058824,30.19116261,16.78941176,2.672521327,25.52941176,5.384920635,28.05235294,6.734902532,25.45882353,5.429146702,17.66176471,3.641005413,AI,1
28340717,170.6153846,16.60647909,143.3846154,15.28970725,3.076923077,0.916644253,23.15384615,3.158533103,24.15384615,3.158533103,7.693076923,0.71943765,22.46153846,5.705805203,2.692307692,0.461538462,22.92307692,3.099914105,15.16923077,3.582088908,21.13615385,21.76074572,13.68538462,1.823262568,17.69230769,4.771141057,17.88923077,4.816613016,18.81692308,4.469514489,14.84615385,5.795006522,AI,1
28414223,31.45,3.846751877,23.525,3.807804486,2.95,0.835164654,3.95,0.998749218,4.45,0.835164654,6.55475,1.231216852,4.3375,0.957780638,2.875,0.747913765,3.45,0.835164654,9.1525,4.928589428,37.349,36.20079652,12.54875,3.202628754,10.8975,6.070646074,10.21325,5.770160044,10.88,10.09379463,2.15,0.807774721,AI,1
28433521,137.6428571,10.63422469,112.6428571,9.083793598,4.357142857,0.717848259,19.5,3.017804311,20.35714286,2.868726518,7.785,0.922293337,18.78571429,5.90615383,4.214285714,0.410325903,19.07142857,3.034663684,13.59285714,2.39417874,31.60857143,23.72156158,12.28071429,1.576213656,16.16428571,2.44002551,15.71714286,4.745442067,17.08714286,3.338263938,13.51785714,3.196628086,AI,1
28588774,105.4074074,16.86605018,81.85185185,13.61291245,5,1.305260014,16.14814815,3.216896407,17,3.150543751,6.395925926,0.923917822,15.24074074,4.899217569,4.444444444,0.916245695,14.81481481,3.103606469,8.581481481,2.53216889,61.10814815,18.76752022,10.72407407,1.570310796,11.96666667,3.534486185,11.99740741,4.403137427,10.7837037,3.166809527,9.194444444,2.879793374,AI,1
28605490,125.027027,22.0509073,104.4054054,19.32574177,4.594594595,1.715737324,14.05405405,3.834029325,15.05405405,3.834029325,8.635405405,0.993113027,12.68054054,5.167401431,3.810810811,1.81343094,14.05405405,3.328386883,16.32702703,4.352672286,3.457297297,32.00338087,14.79405405,2.432434505,21.80540541,5.915666143,24.55162162,8.031565265,18.95486486,4.989148019,11.59459459,3.657808822,AI,1
28687359,105.9459459,19.9837041,81.91891892,17.9373962,4.783783784,3.076810696,17.05405405,3.653550261,17.54054054,3.397889604,6.28,0.949070669,11.24594595,7.490438756,3.891891892,2.447102907,15.18918919,3.840311346,7.437837838,2.33624223,69.86216216,12.98931019,10.32027027,1.495451638,11.67567568,3.189967839,11.38567568,3.36813088,9.898918919,3.119907989,9.101351351,3.253095958,AI,1
28757342,146.2894737,11.14948168,122.3684211,11.71912753,4.315789474,2.450620364,18.05263158,2.10197111,18.76315789,2.205665081,8.564210526,0.652536071,13.91894737,6.321641105,3.631578947,2.145019355,17.28947368,2.076280768,16.40789474,3.559892191,8.828421053,26.44256174,12.93657895,2.869823281,20.53947368,3.594992092,21.91394737,5.225531723,17.81210526,4.664619439,14.55263158,2.897456856,AI,1
28758925,113.3589744,18.20325017,94.69230769,16.64278368,3.564102564,1.629769085,12.46153846,3.272622675,13.46153846,3.272622675,8.600769231,1.453664485,11.62820513,4.687637791,2.358974359,1.097483824,12.20512821,3.487556541,16.3,6.441332877,1.946923077,50.14103955,14.20102564,3.400653629,22.93589744,10.15385457,26.56076923,13.0477475,16.48076923,5.616512461,9.679487179,2.522938812,AI,1
